ticker,event_date,capm_alpha,capm_beta,capm_car_1,capm_car_5,capm_car_30,capm_car_60
ADC,2023-08-16,-0.0007350820263185062,0.458383050774726,0.003792198845606363,0.016382861034208145,-0.06384000179273859,-0.010593463106407023
ADC,2024-01-11,-0.0012087304244788014,0.5740882059025351,0.008506347485364645,-0.021967989152494496,-0.09253620768722759,-0.026417760904907234
ADC,2024-03-15,-0.000931095052188753,0.6683380047787639,0.014407139064251184,0.006525476799912919,0.08873115825460834,0.1284469423309411
ADM,2015-11-30,-0.0005101755982144143,1.0059988110316158,0.002181941304796771,-0.02023092228400831,0.03062765314935086,0.07199280154962219
ADMA,2015-03-23,,,,,,
ADMA,2015-12-22,-0.0006554969625331805,0.3215569965030072,-0.0062765394292892095,-0.047914810955169126,-0.3721736236336005,-0.2659714589968656
ADMA,2016-05-05,-0.0006131779702507425,0.446221460740702,-0.07293604404095694,-0.11686652655070467,0.08198662341682297,0.04492546761261407
ADPT,2019-07-03,,,,,,
ADT,2023-05-08,0.00044559948781995335,1.0955867218131146,0.053389748333630076,0.04790336378112417,-0.0025521113922177645,-0.010854875966176167
ADTN,2022-09-06,0.0015811473491693377,0.972399120552815,-0.11801324841238979,-0.18608780729894306,-0.13374150317065606,-0.2114506138571878
AES,2015-11-13,-0.0009900696241730456,0.9476090820186918,0.006424682925713486,-0.020196474374219647,0.0044920116120910816,0.10865263069626194
AES,2017-11-14,-0.0004505900066147072,0.7196136411789489,0.010790819013770787,-0.019513929486357565,-0.0201246136787702,-0.029013289592079945
AES,2020-03-23,0.00016265241464662888,0.6594321452303501,0.023342738098422244,0.05013272182461155,-0.0250257147207191,-0.032649235418977594
AES,2023-08-16,-0.0007353583451321773,1.0958989381529622,0.02108622676100237,0.022200564086975686,-0.1298154358863397,-0.04845026583403942
AES,2024-04-15,-0.0032228490801862737,1.4025239906698665,-0.02984534341415135,0.042352104543806966,0.28979500178601963,0.19632416413859674
AESI,2023-03-15,,,,,,
AFRM,2021-01-28,,,,,,
AGIO,2019-11-15,-0.003186737333377405,1.4228738872609061,0.05088912886488485,0.10175179251412445,0.37785688104806964,0.5042851901571738
AGM,2020-06-12,2.526952401982547e-05,1.0098470136700204,0.051708311661680995,0.027773785707276816,-0.12409970064886112,-0.005346273582720386
AGO,2020-04-02,-0.00049639726123288,0.8548913928691478,-0.09735156345393536,0.22763166203726054,-0.036552224527783894,-0.052772650838881115
AGYS,2015-03-12,,,,,,
AGYS,2020-03-23,0.0020416014115326297,0.6814020347727887,0.03351711124112837,0.009066077329156631,0.08685226091071951,0.11667015130116937
AHCO,2022-03-15,-0.003242118709428813,1.0885866953664607,0.03771314660404866,0.05398794541819463,-0.03352572207809551,0.43727545169489995
AHCO,2022-06-21,-0.0030742901412096476,1.1381005373396795,0.01803283700109745,0.05662193372685963,0.3239363474297742,0.24094330756638924
AHH,2019-06-20,0.0005024481563536106,0.5123966580739772,-0.002758490225548192,-0.042310292495877644,-0.001315866685873305,0.024760785698478085
AHH,2020-03-19,0.0007760846344996399,0.3940338428474341,-0.014415589803824541,0.17565739098868718,0.09323786576930762,0.09789176693143214
AHH,2024-04-17,-0.0013252890878265756,1.0770451596040223,0.027082656258572157,0.050122865766203034,0.10682232087492297,0.12210867825475533
AHH,2024-07-11,-0.0009399602520678572,1.000342613918088,0.06394018092017764,0.07175515739793577,0.11403265983480826,0.038121129135958075
AHH,2024-10-07,2.25345294010191e-05,0.8065399027321308,0.003308595890597863,-0.01412539430257716,0.00019761898092823457,
AI,2017-11-06,,,,,,
AIN,2024-11-05,-0.001459755173213148,1.2295167788733887,0.093272102931788,0.10174120447363885,0.11723550196827895,
