ticker,company_name,event_date,cluster_start,cluster_end,n_unique_insiders,n_transactions,insider_names,total_value,avg_price,first_trade_date,last_trade_date,first_filing_date,last_filing_date
NAVI,Navient Corp,2020-05-15 08:54:00,2020-05-04,2020-05-13,3,3,Arnold Frederick; Heleen Mark L; Unger Laura S,114129,6.8933333333333335,2020-05-04,2020-05-13,2020-05-05 16:32:40,2020-05-15 08:54:00
FFIC,Flushing Financial Corp,2020-05-15 09:10:35,2020-05-04,2020-05-13,4,4,Azarian Michael A; Buran John R; Cullen Susan; Han Sam Sang Ki,110600,10.605,2020-05-04,2020-05-13,2020-05-06 16:55:52,2020-05-15 09:10:35
FISI,Financial Institutions Inc,2020-05-15 10:31:07,2020-05-05,2020-05-14,6,7,Bigham Justin K.; Birmingham Martin Kearney; Burruano Samuel J Jr; Dorn Andrew W Jr; Dugan Joseph L; Glaser Robert M,282282,17.38571428571429,2020-05-05,2020-05-14,2020-05-06 16:34:41,2020-05-15 10:31:07
FFIN,First Financial Bankshares Inc,2020-05-15 10:36:02,2020-05-01,2020-05-14,3,7,Anthony April Kaye Bullock; Nickles Robert Clark Jr; Trotter Johnny,639528,25.978571428571428,2020-05-01,2020-05-14,2020-05-01 15:04:27,2020-05-15 10:36:02
RBNC,"Reliant Bancorp, Inc.",2020-05-15 11:35:22,2020-04-30,2020-05-13,5,7,Ard Devan D Jr; Cooksey Gerald L. Jr.; Freeman Darrell S Sr; Mabry William Lawson; Wallace Michael E,187114,13.632857142857144,2020-04-30,2020-05-13,2020-04-30 16:18:05,2020-05-15 11:35:22
GEOS,Geospace Technologies Corp,2020-05-15 14:13:00,2020-05-12,2020-05-14,4,4,Davis Thomas L; Langtry Tina M; Moody William H; Wheeler Walter R.,88334,6.09,2020-05-12,2020-05-14,2020-05-13 10:04:32,2020-05-15 14:13:00
HAFC,Hanmi Financial Corp,2020-05-15 15:00:09,2020-05-13,2020-05-15,5,5,Ahn John J; Chung Harry; Lee Bonita; Rosenblum David L; Santarosa Romolo,139517,7.7379999999999995,2020-05-13,2020-05-15,2020-05-15 14:22:42,2020-05-15 15:00:09
FUNC,First United Corp/md/,2020-05-15 15:32:40,2020-05-01,2020-05-15,6,7,McCullough John; Rodeheaver Carissa Lynn; Ruddell Gary; Rudy Irvin Robert; Rush Jason Barry; Shockley Marisa A.,14047,15.361428571428574,2020-05-01,2020-05-15,2020-05-05 15:02:06,2020-05-15 15:32:40
EQBK,Equity Bancshares Inc,2020-05-15 15:49:39,2020-05-06,2020-05-14,4,6,Allerheiligen Gary C; Berglund James L; Gaeddert Gregory L; Sorensen Harvey R,107478,14.773333333333333,2020-05-06,2020-05-14,2020-05-08 16:48:38,2020-05-15 15:49:39
MPB,Mid Penn Bancorp Inc,2020-05-15 15:50:27,2020-04-29,2020-05-14,4,7,Brumbaugh Kimberly J; De Soto Matthew G; Noone John E; Smith Patrick M.,221592,18.73714285714286,2020-04-29,2020-05-14,2020-04-30 09:29:33,2020-05-15 15:50:27
NLY,Annaly Capital Management Inc,2020-05-15 16:58:24,2020-05-04,2020-05-15,5,5,Coffey Timothy P; Finkelstein David L; Green Anthony C; Hamilton Thomas Edward; Wolfe Serena,2289719,5.9799999999999995,2020-05-04,2020-05-15,2020-05-04 18:02:50,2020-05-15 16:58:24
HWBK,"Hawthorn Bancshares, Inc.",2020-05-15 17:04:38,2020-05-12,2020-05-13,5,5,Bruegenhemke Kathleen L; Burkhead Frank E.; Freeman Philip D; Riley Kevin L; Turner David T,177812,16.246000000000002,2020-05-12,2020-05-13,2020-05-14 16:08:50,2020-05-15 17:04:38
EIG,"Employers Holdings, Inc.",2020-05-15 17:30:55,2020-04-28,2020-05-14,5,6,Blakey Richard W; Dirks Douglas D; McSally Michael J; Mutschink John M.; Paquette Michael Scott,1065901,29.278333333333336,2020-04-28,2020-05-14,2020-04-28 20:16:34,2020-05-15 17:30:55
CBFV,"Cb Financial Services, Inc.",2020-05-15 17:34:14,2020-05-06,2020-05-13,4,5,Fox Mark E.; Lacarte John J; Petroplus William G; Pollock David F.,113715,22.887999999999998,2020-05-06,2020-05-13,2020-05-06 14:37:42,2020-05-15 17:34:14
EPRT,"Essential Properties Realty Trust, Inc.",2020-05-15 17:41:26,2020-05-12,2020-05-14,3,4,Earnshaw Timothy J; Minich Lawrence J; Sautel Stephen D,521301,11.43,2020-05-12,2020-05-14,2020-05-13 10:09:16,2020-05-15 17:41:26
FCPT,"Four Corners Property Trust, Inc.",2020-05-15 18:01:18,2020-05-14,2020-05-15,5,5,Hansen Douglas B; Lenehan William H; Moody John S; Morgan Gerald R; Stewart Niccole,370023,18.266000000000002,2020-05-14,2020-05-15,2020-05-15 17:59:47,2020-05-15 18:01:18
STBA,S&t Bancorp Inc,2020-05-15 18:42:02,2020-05-12,2020-05-14,3,3,Barsz Peter Richard; Hostetter Jerry Delmar; Palermo Frank J Jr,115044,21.023333333333333,2020-05-12,2020-05-14,2020-05-15 18:18:28,2020-05-15 18:42:02
WPC,W. P. Carey Inc.,2020-05-15 20:35:38,2020-03-16,2020-03-19,7,7,Alexander Mark A; Farrell Peter; Fox Jason E.; Mahalingam Arjun; Niehaus Christopher; Park John J; Sabatini Gino M.,1771542,53.60857142857144,2020-03-16,2020-03-19,2020-03-18 18:26:17,2020-05-15 20:35:38
RBB,Rbb Bancorp,2020-05-15 20:49:26,2020-04-24,2020-05-14,3,6,Kao James; Lau Alfonso; Morris David Richard,382884,11.446666666666665,2020-04-24,2020-05-14,2020-04-24 21:05:40,2020-05-15 20:49:26
RESI,Front Yard Residential Corp,2020-05-15 21:07:08,2020-04-30,2020-05-13,6,8,"Abrams Leland; Deer Park Road Management Company, LP; Dittrich Rene; Dobbs Rochelle R.; McDowell George Whitfield; Nikolic Lazar",6245521,7.37875,2020-04-30,2020-05-13,2020-05-04 17:02:08,2020-05-15 21:07:08
CATC,Cambridge Bancorp,2020-05-15 21:42:04,2020-05-01,2020-05-14,6,10,Fuchs Christine; Green Sarah Gisel; Lord Hambleton Douglas; Nevatia Puneet; Palandjian Leon Aghababai; Sheahan Denis K,667991,50.224999999999994,2020-05-01,2020-05-14,2020-05-04 21:44:49,2020-05-15 21:42:04
PENN,Penn National Gaming Inc,2020-05-18 08:39:30,2020-05-13,2020-05-13,3,3,Handler David A; Scaccetti Jane; Snowden Jay A,1049958,18.0,2020-05-13,2020-05-13,2020-05-15 08:06:11,2020-05-18 08:39:30
CCBG,Capital City Bank Group Inc,2020-05-18 10:46:54,2020-04-27,2020-05-14,6,8,Bense Allan G; Connally Stan W; Criser Marshall M III; Grant William E; Johnson Laura L; Sample John G Jr,409575,18.853749999999998,2020-04-27,2020-05-14,2020-04-29 08:18:44,2020-05-18 10:46:54
PFIS,Peoples Financial Services Corp.,2020-05-18 13:59:09,2020-04-30,2020-05-12,3,4,Aubrey William E II; Bodnyk Sandra; Lochen Richard S Jr,187464,34.74,2020-04-30,2020-05-12,2020-05-04 15:26:38,2020-05-18 13:59:09
BOTJ,Bank of the James Financial Group Inc,2020-05-18 13:59:47,2020-04-24,2020-05-14,5,7,Alford John R Jr; Bryant William C III; Chapman Robert R; Foster Watt R Jr; Langley Lydia K,63578,9.929999999999998,2020-04-24,2020-05-14,2020-04-27 09:06:26,2020-05-18 13:59:47
SYNL,Synalloy Corp,2020-05-18 15:37:41,2020-05-07,2020-05-15,7,9,Bram Craig C; Callander Anthony A; Cunningham Sarah M; Guy Henry L; Kaczka Jeffrey; Loughran Dennis M; Roberson Maria Haughton,135319,8.543333333333333,2020-05-07,2020-05-15,2020-05-07 16:43:34,2020-05-18 15:37:41
HSC,Harsco Corp,2020-05-18 16:10:42,2020-05-13,2020-05-15,3,3,Haznedar Carolann I; Purvis Edgar M Jr; Widman Phillip,342500,7.916666666666667,2020-05-13,2020-05-15,2020-05-14 09:13:25,2020-05-18 16:10:42
CUB,Cubic Corp /de/,2020-05-18 16:16:27,2020-05-11,2020-05-14,5,5,Aga Anshooman; Feldmann Bradley H; Lee Grace G.; Lowinger Jeffrey B.; Melcher David F,252131,34.736000000000004,2020-05-11,2020-05-14,2020-05-13 14:05:13,2020-05-18 16:16:27
PFS,Provident Financial Services Inc,2020-05-18 16:22:39,2020-05-04,2020-05-18,3,3,Dunigan James P; Foley Ursuline F; Sierotko Walter,52642,12.270000000000001,2020-05-04,2020-05-18,2020-05-05 16:31:24,2020-05-18 16:22:39
BCO,Brinks Co,2020-05-18 16:32:53,2020-05-12,2020-05-14,5,6,Davis Simon; Domanico Ronald James; Herling Michael J; Pertz Douglas A; Shemanski Raphael J.,752025,34.824999999999996,2020-05-12,2020-05-14,2020-05-13 15:06:46,2020-05-18 16:32:53
WTBA,West Bancorporation Inc,2020-05-18 16:37:06,2020-05-01,2020-05-15,4,8,Gerdin Michael J; Milligan David R; Milligan George D; Schuler Steven T,392960,16.04875,2020-05-01,2020-05-15,2020-05-01 17:31:11,2020-05-18 16:37:06
MDU,Mdu Resources Group Inc,2020-05-18 17:22:25,2020-05-12,2020-05-18,7,7,Barney David C; Barth Stephanie A; Goodin David L; Johnson Dennis W; Link Margaret A; Sparby David M; Vollmer Jason L,458849,20.164285714285715,2020-05-12,2020-05-18,2020-05-13 12:48:49,2020-05-18 17:22:25
SGU,"Star Group, L.P.",2020-05-18 17:23:33,2020-05-07,2020-05-15,5,6,Ambury Richard; Donovan Daniel P.; McDonald Joseph R; Vermylen Paul A Jr; Woosnam Jeffrey M,264869,7.621666666666667,2020-05-07,2020-05-15,2020-05-08 14:34:32,2020-05-18 17:23:33
TPIC,"Tpi Composites, Inc",2020-05-18 17:35:46,2020-05-12,2020-05-18,3,4,Desai Jayshree S; Lockard Steven C; Siwek William E,190954,18.7875,2020-05-12,2020-05-18,2020-05-12 16:06:16,2020-05-18 17:35:46
ESCA,Escalade Inc,2020-05-18 19:08:34,2020-05-06,2020-05-15,3,7,Glazer Walter P. Jr.; Griffin Patrick J; Griffin Robert E,708819,8.40857142857143,2020-05-06,2020-05-15,2020-05-08 17:58:13,2020-05-18 19:08:34
STXB,"Spirit of Texas Bancshares, Inc.",2020-05-18 19:24:30,2020-05-06,2020-05-14,3,4,Beall Robert S; Morris Steven M; Sooy Thomas C.,395290,9.932500000000001,2020-05-06,2020-05-14,2020-05-08 17:19:47,2020-05-18 19:24:30
CCNE,Cnb Financial Corp/pa,2020-05-19 08:27:52,2020-04-27,2020-05-15,6,7,Bower Joseph B Jr; Peterson Joel E.; Pontzer Deborah Dick; Powell Jeffrey S; Scott Nicholas N. Jr.; Smith Peter F,212023,15.735714285714284,2020-04-27,2020-05-15,2020-04-27 16:02:49,2020-05-19 08:27:52
GABC,"German American Bancorp, Inc.",2020-05-19 11:36:11,2020-04-15,2020-05-15,8,15,Bawel Zachary W; Kelly Jason M; Klem U Butch; Ramsey Chris A; Ryan Christina M; Seger Thomas W; Sheidler Jack; Snowden Raymond Ward,32277,26.093999999999994,2020-04-15,2020-05-15,2020-04-17 13:11:09,2020-05-19 11:36:11
ESQ,"Esquire Financial Holdings, Inc.",2020-05-19 11:36:42,2020-04-16,2020-05-15,5,6,Bader Eric S; Grossman Marc D; Lacapria Michael; Mitzman Robert; Sagliocca Andrew C,205664,12.836666666666666,2020-04-16,2020-05-15,2020-04-20 15:37:32,2020-05-19 11:36:42
LCNB,Lcnb Corp,2020-05-19 12:47:27,2020-04-24,2020-05-15,4,6,Johnson Craig Millis; Meilstrup Eric J; Mulligan Lawrence P Jr.; Wilson Stephen P,67076,12.741666666666667,2020-04-24,2020-05-15,2020-04-29 16:44:12,2020-05-19 12:47:27
UFI,Unifi Inc,2020-05-19 17:00:37,2020-05-05,2020-05-19,4,8,Bishop Robert J; Kilts James M; Langone Kenneth G; Mead James D.,992880,11.78,2020-05-05,2020-05-19,2020-05-06 17:00:18,2020-05-19 17:00:37
BPFH,Boston Private Financial Holdings Inc,2020-05-19 17:58:44,2020-05-04,2020-05-15,3,4,Dechellis Anthony; Enos Joy; Zlatkus Lizabeth H,638219,6.862500000000001,2020-05-04,2020-05-15,2020-05-05 16:19:44,2020-05-19 17:58:44
SASR,Sandy Spring Bancorp Inc,2020-05-20 09:52:45,2020-05-12,2020-05-19,4,4,Friis Mark E; Little Pamela A; Maiwurm James J; Michael Mark C,233166,21.307499999999997,2020-05-12,2020-05-19,2020-05-13 12:50:37,2020-05-20 09:52:45
FNLC,"First Bancorp, Inc /me/",2020-05-20 14:55:47,2020-05-05,2020-05-20,5,5,McKim Tony C; Parady Steven; Plummer Tammy L; Rosborough Mark N; Smith Stuart G,150255,19.346,2020-05-05,2020-05-20,2020-05-06 15:41:26,2020-05-20 14:55:47
RCII,Rent A Center Inc De,2020-05-20 14:56:30,2020-05-08,2020-05-15,3,3,Brown Jeffrey J; Gade Michael J; Hetrick Christopher B.,816505,23.21666666666667,2020-05-08,2020-05-15,2020-05-11 21:30:20,2020-05-20 14:56:30
CATM,Cardtronics Plc,2020-05-20 16:51:16,2020-05-14,2020-05-18,5,5,Ferrera Gary W; Gullo Paul A; Gupta Rahul; Hudson Executive Capital LP; West Edward H,1049491,19.188,2020-05-14,2020-05-18,2020-05-18 17:01:38,2020-05-20 16:51:16
BGSF,"Bg Staffing, Inc.",2020-05-21 09:18:18,2020-05-14,2020-05-20,3,4,Garvey Beth; Hailey Douglas; Hollenbach Dan,97089,8.6125,2020-05-14,2020-05-20,2020-05-15 10:13:19,2020-05-21 09:18:18
FIX,Comfort Systems USA Inc,2020-05-21 10:38:15,2020-05-04,2020-05-19,3,3,"Mercado, Pablo G.; Myers Franklin; Tang Vance W",442980,31.683333333333334,2020-05-04,2020-05-19,2020-05-05 17:05:34,2020-05-21 10:38:15
SYBT,"Stock Yards Bancorp, Inc.",2020-05-21 11:57:45,2020-04-24,2020-05-20,5,11,Bickel Paul J III; Brown J McCauley; Priebe Stephen M; Schutte John; Tasman Norman,374590,30.173636363636366,2020-04-24,2020-05-20,2020-04-27 10:37:33,2020-05-21 11:57:45
STFC,State Auto Financial Corp,2020-05-21 14:24:22,2020-05-07,2020-05-20,4,11,Garland Kim Burton; Larocco Michael; Pollak Matthew Robert; Stachura Paul M,964014,19.374545454545455,2020-05-07,2020-05-20,2020-05-08 14:26:16,2020-05-21 14:24:22
BOCH,Bank of Commerce Holdings,2020-05-21 14:45:29,2020-04-21,2020-05-21,7,10,Bennett Orin N; Gibson Joseph; Halfhide Jon; Muttera Robert H; Silberstein Karl L; Sundquist James A; Tullis Lyle L,517420,6.945,2020-04-21,2020-05-21,2020-04-22 18:42:32,2020-05-21 14:45:29
CSFL,Centerstate Bank Corp,2020-05-21 14:54:27,2020-05-11,2020-05-19,3,5,Bockhorst Daniel E; Corbett John C; Desimone Beth S,409162,13.680000000000001,2020-05-11,2020-05-19,2020-05-11 15:54:49,2020-05-21 14:54:27
CNBKA,Century Bancorp Inc,2020-05-21 16:50:51,2020-04-20,2020-05-19,7,14,Delinsky Stephen R; Evangelista Paul A; Feeney Brian J.; Filler James J; Grossman Louis J; Kay Linda Sloane; Sloane Barry R,1154100,75.94285714285715,2020-04-20,2020-05-19,2020-04-21 11:45:52,2020-05-21 16:50:51
GCBC,Greene County Bancorp Inc,2020-05-21 17:59:27,2020-04-29,2020-05-20,3,7,Gibson Donald E; Hogan Peter W.; Slutzky Paul,81324,20.827142857142857,2020-04-29,2020-05-20,2020-04-30 16:51:21,2020-05-21 17:59:27
STL,Sterling Bancorp,2020-05-21 18:05:43,2020-04-29,2020-05-18,13,15,Aboelnaga Mona; Blose James P; Cahill John P.; Djonovic Navy E.; Evan Javier L; Ferrer Fernando; Giambrone Robert; Kopnisky Jack L; Landy James J; Mitchell Maureen; Nazemetz Patricia M; O'Toole Richard L.; Whiston William E.,396191,11.396666666666668,2020-04-29,2020-05-18,2020-04-29 13:54:48,2020-05-21 18:05:43
CWBC,Community West Bancshares /,2020-05-21 18:09:32,2020-04-28,2020-05-21,3,7,Bartlein Robert; Plourd Martin E; Stovesand Kirk,113734,6.472857142857142,2020-04-28,2020-05-21,2020-04-28 17:19:16,2020-05-21 18:09:32
TBBK,"Bancorp, Inc.",2020-05-21 18:33:05,2020-05-20,2020-05-20,3,3,Bjork Dianne; Cohn Matthew; Nager Jeffrey A,185549,6.87,2020-05-20,2020-05-20,2020-05-21 16:35:09,2020-05-21 18:33:05
ARNC,Arconic Corp,2020-05-22 07:57:14,2020-05-20,2020-05-21,4,4,Asmussen Erick R; Austen William F.; Henderson Frederick A.; Toman Diana,852174,10.5825,2020-05-20,2020-05-21,2020-05-22 07:39:46,2020-05-22 07:57:14
RIVE,Riverview Financial Corp,2020-05-22 09:50:05,2020-04-30,2020-05-14,8,10,Cherry Paula M.; Evans Albert J.; Fulk Brett D; Gathagan Maureen M.; Greenawalt Howard R.; Kerwin Joseph D.; Kunkel Ginger G; Wood William Ernest,159784,6.529999999999999,2020-04-30,2020-05-14,2020-05-07 14:57:58,2020-05-22 09:50:05
HMNF,Hmn Financial Inc,2020-05-22 09:55:11,2020-05-07,2020-05-21,4,4,Krehbiel Bradley; Shannon Wendy S; Smith Hugh C; Utz Mark E,85116,14.7625,2020-05-07,2020-05-21,2020-05-11 13:45:55,2020-05-22 09:55:11
NWBI,"Northwest Bancshares, Inc.",2020-05-22 11:55:31,2020-04-30,2020-05-21,6,6,Hunter Timothy M; McKnight William F; Paup Mark A; Reitzes Mark T.; Tullio David M; White Jeffrey R,249926,9.731666666666667,2020-04-30,2020-05-21,2020-05-04 14:45:58,2020-05-22 11:55:31
CVLY,Codorus Valley Bancorp Inc,2020-05-22 14:18:23,2020-04-28,2020-05-21,3,4,Brunner Brian D; Giambalvo John W; Messick John Rodney,162468,13.3725,2020-04-28,2020-05-21,2020-04-29 10:28:59,2020-05-22 14:18:23
ANDE,"Andersons, Inc.",2020-05-22 14:20:22,2020-05-07,2020-05-21,4,4,Dowdle Stephen F; Krueger William E.; Mullin Patrick S.; Pirolli James J,520715,12.629999999999999,2020-05-07,2020-05-21,2020-05-11 09:11:35,2020-05-22 14:20:22
BHLB,Berkshire Hills Bancorp Inc,2020-05-22 14:39:48,2020-05-07,2020-05-21,3,5,Davies John B; Mahoney Cornelius D; Prescott Wm Gordon,43789,11.476,2020-05-07,2020-05-21,2020-05-08 15:23:22,2020-05-22 14:39:48
PEBK,Peoples Bancorp of North Carolina Inc,2020-05-22 17:13:55,2020-05-15,2020-05-22,3,4,Abernethy Robert C; Lampron A Joseph; Sellers Lance A,16262,15.33,2020-05-15,2020-05-22,2020-05-15 16:25:57,2020-05-22 17:13:55
RMBI,"Richmond Mutual Bancorporation, Inc.",2020-05-22 18:25:46,2020-04-30,2020-05-06,3,3,Hanley Harold T. III; Jackson Jeffrey A.; Wetzel M. Lynn,133685,10.713333333333333,2020-04-30,2020-05-06,2020-04-30 16:10:08,2020-05-22 18:25:46
CCRN,Cross Country Healthcare Inc,2020-05-26 10:09:29,2020-05-15,2020-05-22,5,6,Ball Susan E; Clark Kevin Cronin; Freeman Darrell S Sr; Trunfio Joseph; White Buffy S,255575,5.7299999999999995,2020-05-15,2020-05-22,2020-05-18 09:33:32,2020-05-26 10:09:29
NBSE,"Neubase Therapeutics, Inc.",2020-05-26 16:39:36,2020-04-30,2020-05-21,4,5,Backenroth Samuel; Goldstein Dov A Md; Richman Eric I; Stephan Dietrich A,201109,6.418000000000001,2020-04-30,2020-05-21,2020-05-04 09:56:57,2020-05-26 16:39:36
OEC,Orion Engineered Carbons S.A.,2020-05-26 16:41:07,2020-05-15,2020-05-22,3,3,Crenshaw Lorin; Painter Corning F.; Schulze Isfort Andre,600588,7.933333333333334,2020-05-15,2020-05-22,2020-05-15 16:33:35,2020-05-26 16:41:07
TPTX,"Turning Point Therapeutics, Inc.",2020-05-26 17:57:59,2020-05-21,2020-05-21,3,3,Countouriotis Athena; George Simeon; Glaxosmithkline Plc,10249920,60.0,2020-05-21,2020-05-21,2020-05-26 16:17:25,2020-05-26 17:57:59
UIHC,United Insurance Holdings Corp.,2020-05-27 16:21:15,2020-05-13,2020-05-26,3,5,Hogan Michael; Martz Brad; Poitevint Alec II,177746,7.616,2020-05-13,2020-05-26,2020-05-15 17:00:18,2020-05-27 16:21:15
FUSB,First Us Bancshares Inc,2020-05-27 19:01:35,2020-05-07,2020-05-26,3,5,Briggs Robert S; Elley Thomas S; House James F,62764,7.522,2020-05-07,2020-05-26,2020-05-08 18:24:09,2020-05-27 19:01:35
NARI,"Inari Medical, Inc.",2020-05-27 20:56:45,2020-05-27,2020-05-27,10,10,"Cooperatieve Gilde Healthcare IV U.A.; Hill, Mitch C.; Hoffman William; Hykes Andrew; Lucchese Cynthia L; Milder Donald B; Presidio Management Group X LLC; Root Jonathan D; Szyman Catherine M.; Tu Thomas",19836855,19.0,2020-05-27,2020-05-27,2020-05-27 18:21:37,2020-05-27 20:56:45
ROCHU,Roth Ch Acquisition I Co,2020-05-28 17:48:04,2020-05-05,2020-05-26,10,17,"Craig-Hallum Capital Group LLC; Gurewitz Aaron; Hampstead Park Capital Management, LLC; Hartfiel Rick; Hemmeter Molly; Lipman John C; Roth Byron; Roth Capital Partners, LLC; Roth Gordon J; Rothstein Adam",3298480,9.99764705882353,2020-05-05,2020-05-26,2020-05-08 12:21:16,2020-05-28 17:48:04
LYRA,"Lyra Therapeutics, Inc.",2020-05-29 17:34:52,2020-05-05,2020-05-05,5,5,"Anderson Edward T; Nbvm Gp, LLC; Perceptive Advisors LLC; Polaris Venture Management Co. V, L.L.C.; Soleus Private Equity Gp I, LLC",21480000,16.0,2020-05-05,2020-05-05,2020-05-06 19:30:22,2020-05-29 17:34:52
SHBI,Shore Bancshares Inc,2020-06-01 13:57:43,2020-05-12,2020-05-29,3,4,Beatty Lloyd L Jr; Cavey Michael T.; Stevens Donna J.,72048,9.2775,2020-05-12,2020-05-29,2020-05-12 16:19:27,2020-06-01 13:57:43
SSBP,"Ssb Bancorp, Inc.",2020-06-01 14:21:15,2020-05-15,2020-05-22,3,3,Broadbent Kenneth J.; Contrucci Benjamin; Moon Joseph Daniel IV,6485,7.36,2020-05-15,2020-05-22,2020-05-18 15:53:57,2020-06-01 14:21:15
SMBC,"Southern Missouri Bancorp, Inc.",2020-06-01 15:35:41,2020-05-22,2020-05-28,5,5,Bagby Douglas; Hecker Mark E; Robison Dennis C; Steffens Greg A; Weishaar Martin,135255,23.534,2020-05-22,2020-05-28,2020-05-27 16:18:11,2020-06-01 15:35:41
EVBN,Evans Bancorp Inc,2020-06-01 17:36:22,2020-05-11,2020-05-28,3,3,Maroney Kevin D; Nasca David J; Waring Thomas H Jr,63366,25.176666666666666,2020-05-11,2020-05-28,2020-05-12 12:14:55,2020-06-01 17:36:22
USAK,USA Truck Inc,2020-06-01 17:43:47,2020-05-28,2020-05-29,5,5,Creager Robert E.; Faulkenberry Barbara J; Glaser Thomas M; Guin Timothy W; Reed James D,167441,6.25,2020-05-28,2020-05-29,2020-06-01 17:38:23,2020-06-01 17:43:47
SFE,Safeguard Scientifics Inc,2020-06-01 19:12:16,2020-05-04,2020-05-28,3,5,Herndon Mark; Manko Joseph M. Jr.; Rosenthal Bob,509590,6.452,2020-05-04,2020-05-28,2020-05-06 19:01:51,2020-06-01 19:12:16
ESXB,Community Bankers Trust Corp,2020-06-01 19:53:57,2020-04-28,2020-05-28,4,8,Hardy William E.; Putnam Eugene S Jr; Way Oliver L.; Williams Robin Traywick,91973,5.54375,2020-04-28,2020-05-28,2020-04-30 19:58:57,2020-06-01 19:53:57
MLVF,"Malvern Bancorp, Inc.",2020-06-02 16:21:57,2020-05-11,2020-05-29,7,10,Barrett James W; Corelli Julia D; Feinstein Norman; Fish Andrew D.; Kent Howard; Leitzell Cynthia F; Scartozzi Stephen P,570777,11.687,2020-05-11,2020-05-29,2020-05-12 17:04:56,2020-06-02 16:21:57
MCY,Mercury General Corp,2020-06-02 17:38:05,2020-05-07,2020-06-01,4,13,Hosseini Abby; Joseph George; Minnich Brandt; Tirador Gabriel,26874480,37.058461538461536,2020-05-07,2020-06-01,2020-05-11 12:21:04,2020-06-02 17:38:05
RM,Regional Management Corp.,2020-06-02 18:51:03,2020-05-12,2020-05-29,6,8,"Basswood Capital Management, L.L.C.; Basswood Partners, L.L.C.; Beck Robert William; Campos Roel C; Fisher Brian J.; Schachtel John D.",1619359,12.64875,2020-05-12,2020-05-29,2020-05-14 16:34:04,2020-06-02 18:51:03
CBAN,Colony Bankcorp Inc,2020-06-03 09:36:10,2020-04-29,2020-05-13,4,6,Bagwell Lee; Cook J. Stan; Fountain T Heath; Hoyle M. Edward Jr.,144694,11.658333333333333,2020-04-29,2020-05-13,2020-05-01 15:40:33,2020-06-03 09:36:10
PROS,"Prosight Global, Inc.",2020-06-03 17:00:52,2020-05-13,2020-06-03,5,6,Bailey Robert W; Carlsen Steven W; Hannon Lawrence; Papalia Frank; Spriggs Otha T. III,405019,9.66,2020-05-13,2020-06-03,2020-05-14 20:01:13,2020-06-03 17:00:52
RBKB,"Rhinebeck Bancorp, Inc.",2020-06-03 17:03:26,2020-05-07,2020-06-03,3,4,Chestney Christopher W.; Irwin William C.; Quinn Michael J.,40270,7.1850000000000005,2020-05-07,2020-06-03,2020-05-08 11:32:56,2020-06-03 17:03:26
RNDB,"Randolph Bancorp, Inc.",2020-06-04 11:04:53,2020-05-07,2020-06-02,3,9,Olson Richard D. Jr.; Parent William M; Quigley Kenneth K Jr,214860,9.534444444444444,2020-05-07,2020-06-02,2020-05-11 17:00:37,2020-06-04 11:04:53
FSFG,"First Savings Financial Group, Inc.",2020-06-04 15:32:51,2020-05-14,2020-05-27,3,3,Czeschin Frank; Haley Marie; Hanke Troy D.,146935,42.126666666666665,2020-05-14,2020-05-27,2020-05-15 15:33:48,2020-06-04 15:32:51
FLXS,Flexsteel Industries Inc,2020-06-05 10:39:12,2020-05-07,2020-06-04,3,3,Hayden Carl Anthony Jr.; Kaness Matthew; Schmidt Derek P,185958,9.013333333333334,2020-05-07,2020-06-04,2020-05-07 18:05:27,2020-06-05 10:39:12
CBKM,Consumers Bancorp Inc /oh/,2020-06-05 11:41:48,2020-05-13,2020-06-04,3,3,McClellan Laurie L; Parkinson John W; Wood Renee,11304,14.843333333333334,2020-05-13,2020-06-04,2020-05-13 14:18:17,2020-06-05 11:41:48
CLDB,Cortland Bancorp Inc,2020-06-05 11:42:07,2020-04-06,2020-05-05,8,16,Cole David C; Hoffman James E III; Kaback Neil J; Koch Joseph E; Langhenry Joseph P; Thompson Richard B; Vross Anthony R; Woofter Timothy K,25000,14.055,2020-04-06,2020-05-05,2020-04-06 15:52:33,2020-06-05 11:42:07
CRDAC,Crawford & Co,2020-06-08 13:51:39,2020-05-12,2020-06-05,6,15,Blanco Joseph O; Crawford Jesse C; Ogburn Charles H; Patel Rahul; Rigby Kieran L; Verma Rohit,274919,6.190666666666668,2020-05-12,2020-06-05,2020-05-12 13:28:45,2020-06-08 13:51:39
WTRE,Watford Holdings Ltd.,2020-06-08 16:33:39,2020-05-06,2020-06-05,4,5,Hawley Robert L.; Levy Jon D.; Rajeh Maamoun; Scherer Alexandre,224753,14.6,2020-05-06,2020-06-05,2020-05-06 18:00:04,2020-06-08 16:33:39
OPOF,Old Point Financial Corp,2020-06-08 16:43:22,2020-05-22,2020-06-05,4,4,Adams Stephen Conway; Langley Tom B; Ralston Susan; Shuford Robert F Jr,29184,15.752499999999998,2020-05-22,2020-06-05,2020-05-28 17:00:18,2020-06-08 16:43:22
SBH,"Sally Beauty Holdings, Inc.",2020-06-08 18:07:30,2020-05-08,2020-06-05,3,4,Flur Dorlisa K; Heasley Linda; Rabin Edward W,128615,11.49,2020-05-08,2020-06-05,2020-05-12 17:06:28,2020-06-08 18:07:30
